customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01672,Male,1,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.43,4506.26,No
CUST-01673,Female,1,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.53,323.08,No
CUST-01674,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),39.12,1687.58,No
CUST-01675,Male,0,No,Yes,47,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,28.66,1193.58,No
CUST-01676,Male,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.47,793.8,No
CUST-01677,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.19,2602.48,No
CUST-01678,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),108.73,756.72,No
CUST-01679,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.73,2146.55,Yes
CUST-01680,Female,1,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),83.15,3101.64,Yes
CUST-01681,Female,1,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),116.05,2096.7,No
CUST-01682,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),19.82,1225.72,No
CUST-01683,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.92,1596.57,No
CUST-01684,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,65.5,2414.2,No
CUST-01685,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.09,24.37,No
CUST-01686,Male,0,No,Yes,63,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),44.57,2928.57,No
CUST-01687,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.22,365.72,Yes
CUST-01688,Male,1,Yes,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,89.21,5088.9,No
CUST-01689,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.53,1599.03,Yes
CUST-01690,Female,0,Yes,No,34,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,78.72,2825.88,No
CUST-01691,Female,0,No,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,23.46,1079.37,No
CUST-01692,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),63.2,635.45,No
CUST-01693,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.17,834.43,Yes
CUST-01694,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,68.32,2151.65,No
CUST-01695,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),60.01,2612.53,No
CUST-01696,Female,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),56.4,4005.35,No
CUST-01697,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.89,1179.29,No
CUST-01698,Male,1,Yes,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,70.13,2779.06,Yes
CUST-01699,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,45.56,1661.06,No
CUST-01700,Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),99.94,6703.26,Yes
CUST-01701,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.58,1720.09,Yes
CUST-01702,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,116.29,820.32,No
CUST-01703,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,68.01,3430.87,No
CUST-01704,Male,1,No,No,26,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),101.18,2625.14,No
CUST-01705,Male,1,No,No,57,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,18.39,991.92,No
CUST-01706,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.5,269.78,No
CUST-01707,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.22,624.35,No
CUST-01708,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.33,3829.75,No
CUST-01709,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,65.79,5203.1,No
CUST-01710,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),94.47,4588.43,No
CUST-01711,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,29.59,1137.01,No
CUST-01712,Male,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,101.71,2952.77,No
CUST-01713,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,25.5,1161.5,No
CUST-01714,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,103.15,2229.22,No
CUST-01715,Female,1,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),73.66,2404.13,No
CUST-01716,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,27.42,1412.72,No
CUST-01717,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.36,1348.43,No
CUST-01718,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,98.43,3192.17,No
CUST-01719,Female,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,50.12,409.94,No
CUST-01720,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),113.23,5207.52,No
CUST-01721,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),117.49,6160.84,No
CUST-01722,Male,1,No,No,46,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,98.86,5139.49,Yes
CUST-01723,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,94.86,3054.91,No
CUST-01724,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.21,5756.61,Yes
CUST-01725,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),38.23,1889.0,No
CUST-01726,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,33.71,1927.42,No
CUST-01727,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.89,458.74,Yes
CUST-01728,Male,1,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,113.24,4114.02,No
CUST-01729,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,21.58,542.88,No
CUST-01730,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),100.72,4332.71,Yes
CUST-01731,Female,0,No,Yes,43,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,59.64,2490.35,No
CUST-01732,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.5,1056.59,No
CUST-01733,Male,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.17,448.32,No
CUST-01734,Female,1,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,116.86,4664.77,Yes
CUST-01735,Male,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),100.17,5908.54,No
CUST-01736,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),101.48,7267.82,No
CUST-01737,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.42,156.62,Yes
CUST-01738,Male,0,Yes,No,40,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,22.21,813.64,No
CUST-01739,Male,1,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.46,2427.33,No
CUST-01740,Male,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,65.84,4317.26,No
CUST-01741,Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.09,6591.77,No
CUST-01742,Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.2,3415.15,Yes
CUST-01743,Female,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,22.3,568.11,No
CUST-01744,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.89,2443.7,No
CUST-01745,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,101.96,368.6,No
CUST-01746,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),67.63,4878.35,No
CUST-01747,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.44,1417.93,No
CUST-01748,Male,0,No,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.65,8290.62,No
CUST-01749,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),80.37,2101.54,Yes
CUST-01750,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,58.39,2818.95,No
CUST-01751,Female,0,Yes,No,40,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),108.77,4057.23,No
CUST-01752,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),31.52,970.26,No
CUST-01753,Female,1,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,116.19,893.9,No
CUST-01754,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.36,1094.78,Yes
CUST-01755,Male,0,No,No,64,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,74.59,4859.48,No
CUST-01756,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),100.46,3185.34,No
CUST-01757,Male,0,No,Yes,61,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,44.94,2908.51,No
CUST-01758,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.5,1982.89,No
CUST-01759,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.65,4816.7,Yes
CUST-01760,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,25.67,683.47,Yes
CUST-01761,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.43,1189.93,Yes
CUST-01762,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.26,816.54,No
CUST-01763,Male,0,No,Yes,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,114.37,4603.63,Yes
CUST-01764,Male,0,No,Yes,34,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.25,1504.62,No
CUST-01765,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.84,3924.94,Yes
CUST-01766,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.64,200.73,No
CUST-01767,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.51,1729.67,No
CUST-01768,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.53,1653.72,Yes
CUST-01769,Male,1,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,44.52,400.46,No
CUST-01770,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.29,2453.11,No
CUST-01771,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),118.04,1117.34,Yes
CUST-01772,Male,0,No,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,112.94,7294.55,No
CUST-01773,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,116.57,6613.62,No
CUST-01774,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,23.76,1459.5,No
CUST-01775,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,79.04,3567.91,Yes
CUST-01776,Female,0,No,Yes,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,104.58,6451.68,No
CUST-01777,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,106.08,1960.05,No
CUST-01778,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.22,2061.64,Yes
CUST-01779,Female,0,No,No,72,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),19.41,1294.51,No
CUST-01780,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),95.47,3693.54,No
CUST-01781,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,112.59,539.05,No
CUST-01782,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18.68,501.66,No
CUST-01783,Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,22.64,1802.81,No
CUST-01784,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,96.01,89.11,No
CUST-01785,Male,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.52,918.27,Yes
CUST-01786,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,39.41,2844.85,No
CUST-01787,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.35,5593.12,No
CUST-01788,Female,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),107.0,2185.02,No
CUST-01789,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.14,246.88,No
CUST-01790,Female,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.16,3555.17,No
CUST-01791,Male,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.11,2888.09,Yes
CUST-01792,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.89,1814.91,Yes
CUST-01793,Male,1,No,No,46,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.05,2370.84,No
CUST-01794,Male,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,117.68,5481.48,Yes
CUST-01795,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,75.59,3437.31,No
CUST-01796,Female,1,No,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),90.12,5976.48,No
CUST-01797,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.96,1581.3,No
CUST-01798,Female,0,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),69.46,762.86,No
CUST-01799,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,108.31,454.72,Yes
CUST-01800,Male,1,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.93,4998.44,No
CUST-01801,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,46.38,884.67,No
CUST-01802,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,102.96,4625.54,No
CUST-01803,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.51,581.4,No
CUST-01804,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,117.29,3237.5,No
CUST-01805,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,94.41,5608.92,No
CUST-01806,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),113.82,4623.91,No
CUST-01807,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.21,6869.44,No
CUST-01808,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),95.75,1848.16,Yes
CUST-01809,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.7,1916.35,No
CUST-01810,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.41,3329.98,No
CUST-01811,Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.89,182.53,Yes
CUST-01812,Male,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.19,1525.85,Yes
CUST-01813,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.44,3720.12,No
CUST-01814,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.51,2366.98,No
CUST-01815,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.98,768.43,Yes
CUST-01816,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),60.01,2697.8,No
CUST-01817,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),89.95,3933.27,No
CUST-01818,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,98.28,6942.94,No
CUST-01819,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,102.71,1366.76,Yes
CUST-01820,Male,1,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),33.12,1829.51,No
CUST-01821,Male,0,Yes,Yes,63,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,18.93,1275.28,No
CUST-01822,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),31.76,1910.16,No
CUST-01823,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,67.72,1819.93,No
CUST-01824,Female,1,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),110.89,1594.59,Yes
CUST-01825,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.73,1222.2,Yes
CUST-01826,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.77,2822.73,Yes
CUST-01827,Female,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),86.47,942.1,No
CUST-01828,Female,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,115.11,6375.81,No
CUST-01829,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.48,818.4,No
CUST-01830,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.18,6210.62,No
CUST-01831,Female,1,Yes,Yes,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.22,473.63,No
CUST-01832,Male,1,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,42.38,2515.75,Yes
CUST-01833,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.09,1544.72,No
CUST-01834,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,115.79,6280.38,No
CUST-01835,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.36,470.02,Yes
CUST-01836,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),85.02,4201.07,No
CUST-01837,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,25.65,401.96,No
CUST-01838,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,19.39,559.71,Yes
CUST-01839,Female,1,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),33.33,280.99,No
CUST-01840,Male,0,No,No,56,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),76.68,4815.37,No
CUST-01841,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),99.62,3148.65,No
CUST-01842,Female,0,Yes,No,56,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.73,3412.06,No
CUST-01843,Female,0,No,No,71,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.64,5676.65,No
CUST-01844,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,66.14,1333.46,No
CUST-01845,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,100.49,5710.49,No
CUST-01846,Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,28.71,1947.69,No
CUST-01847,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.95,2522.06,No
CUST-01848,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),111.87,125.87,No
